src_ip,src_hostname,src_process,src_service,src_username,dst_ip,dst_hostname,dst_fqdn,port,proto,dst_process,dst_service,dst_username,policy_decision
10.0.1.9,ord-web01-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.9,ord-web01-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.9,ord-web01-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.9,ord-web01-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.28,ord-lb01-prd,httpd,,root,10.0.1.31,ord-web03-prd,,8080,6,,,,potentially_blocked
10.0.1.28,ord-lb01-prd,,,,10.0.1.31,ord-web03-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.28,ord-lb01-prd,,,,10.0.1.15,ord-web02-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.28,ord-lb01-prd,httpd,,root,10.0.1.15,ord-web02-prd,,8080,6,,,,potentially_blocked
10.0.1.28,ord-lb01-prd,,,,10.0.1.9,ord-web01-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.28,ord-lb01-prd,httpd,,root,10.0.1.9,ord-web01-prd,,8080,6,,,,potentially_blocked
10.0.1.19,ord-lb02-prd,,,,10.0.1.31,ord-web03-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.19,ord-lb02-prd,httpd,,root,10.0.1.31,ord-web03-prd,,8080,6,,,,potentially_blocked
10.0.1.19,ord-lb02-prd,httpd,,root,10.0.1.15,ord-web02-prd,,8080,6,,,,potentially_blocked
10.0.1.19,ord-lb02-prd,,,,10.0.1.15,ord-web02-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.19,ord-lb02-prd,httpd,,root,10.0.1.9,ord-web01-prd,,8080,6,,,,potentially_blocked
10.0.1.19,ord-lb02-prd,,,,10.0.1.9,ord-web01-prd,,8080,6,app_server,,root,potentially_blocked
10.0.1.14,hrm-web02-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.14,hrm-web02-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.14,hrm-web02-prd,,,,10.0.1.11,hrm-db02-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.14,hrm-web02-prd,mysqld,,mysql,10.0.1.11,hrm-db02-prd,,3306,6,,,,potentially_blocked
10.0.1.14,hrm-web02-prd,mysqld,,mysql,10.0.1.13,hrm-db01-prd,,3306,6,,,,potentially_blocked
10.0.1.14,hrm-web02-prd,,,,10.0.1.13,hrm-db01-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.14,hrm-web02-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.14,hrm-web02-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.2.8,pos-db03-stg,,,,10.0.2.2,pos-db02-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.8,pos-db03-stg,postgres,,postgres,10.0.2.2,pos-db02-stg,,5432,6,,,,potentially_blocked
10.0.2.8,pos-db03-stg,postgres,,postgres,10.0.2.133,pos-db05-stg,,5432,6,,,,potentially_blocked
10.0.2.8,pos-db03-stg,,,,10.0.2.133,pos-db05-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.8,pos-db03-stg,,,,10.0.2.72,pos-db06-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.8,pos-db03-stg,postgres,,postgres,10.0.2.72,pos-db06-stg,,5432,6,,,,potentially_blocked
10.0.2.2,pos-db02-stg,,,,10.0.2.8,pos-db03-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.2,pos-db02-stg,postgres,,postgres,10.0.2.8,pos-db03-stg,,5432,6,,,,potentially_blocked
10.0.2.2,pos-db02-stg,,,,10.0.2.132,pos-db04-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.2,pos-db02-stg,postgres,,postgres,10.0.2.132,pos-db04-stg,,5432,6,,,,potentially_blocked
10.0.2.2,pos-db02-stg,postgres,,postgres,10.0.2.66,pos-db01-stg,,5432,6,,,,potentially_blocked
10.0.2.2,pos-db02-stg,,,,10.0.2.66,pos-db01-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.5,pos-proc05-stg,java,,tomcat,10.0.2.8,pos-db03-stg,,5432,6,,,,potentially_blocked
10.0.2.5,pos-proc05-stg,,,,10.0.2.8,pos-db03-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.5,pos-proc05-stg,java,,tomcat,10.0.2.2,pos-db02-stg,,5432,6,,,,potentially_blocked
10.0.2.5,pos-proc05-stg,,,,10.0.2.2,pos-db02-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.5,pos-proc05-stg,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.2.5,pos-proc05-stg,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.2.5,pos-proc05-stg,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.2.5,pos-proc05-stg,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.2.4,pos-proc07-stg,,,,10.0.2.8,pos-db03-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.4,pos-proc07-stg,java,,tomcat,10.0.2.8,pos-db03-stg,,5432,6,,,,potentially_blocked
10.0.2.4,pos-proc07-stg,,,,10.0.2.2,pos-db02-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.4,pos-proc07-stg,java,,tomcat,10.0.2.2,pos-db02-stg,,5432,6,,,,potentially_blocked
10.0.2.4,pos-proc07-stg,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.2.4,pos-proc07-stg,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.2.4,pos-proc07-stg,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.2.4,pos-proc07-stg,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.2.3,pos-proc06-stg,java,,tomcat,10.0.2.8,pos-db03-stg,,5432,6,,,,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.2.8,pos-db03-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.3,pos-proc06-stg,java,,tomcat,10.0.2.2,pos-db02-stg,,5432,6,,,,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.2.2,pos-db02-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.2.3,pos-proc06-stg,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.2.2,pos-db02-stg,,3306,6,mysqld,,mysql,potentially_blocked
10.0.2.3,pos-proc06-stg,java,,tomcat,10.0.2.2,pos-db02-stg,,3306,6,,,,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.2.2,pos-db02-stg,,138,6,,,root,potentially_blocked
10.0.2.3,pos-proc06-stg,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.2.3,pos-proc06-stg,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.2.7,pos-web05-stg,,8080,6,app_server,,root,potentially_blocked
10.0.2.6,pos-web04-stg,httpd,,root,10.0.2.7,pos-web05-stg,,8080,6,,,,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.2.5,pos-proc05-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.6,pos-web04-stg,httpd,,root,10.0.2.5,pos-proc05-stg,,8070,6,,,,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.2.4,pos-proc07-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.6,pos-web04-stg,httpd,,root,10.0.2.4,pos-proc07-stg,,8070,6,,,,potentially_blocked
10.0.2.6,pos-web04-stg,httpd,,root,10.0.2.3,pos-proc06-stg,,8070,6,,,,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.2.3,pos-proc06-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.6,pos-web04-stg,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.2.6,pos-web04-stg,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.2.6,pos-web04-stg,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.16,hrm-web01-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.16,hrm-web01-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.16,hrm-web01-prd,,,,10.0.1.11,hrm-db02-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.16,hrm-web01-prd,mysqld,,mysql,10.0.1.11,hrm-db02-prd,,3306,6,,,,potentially_blocked
10.0.1.16,hrm-web01-prd,mysqld,,mysql,10.0.1.13,hrm-db01-prd,,3306,6,,,,potentially_blocked
10.0.1.16,hrm-web01-prd,,,,10.0.1.13,hrm-db01-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.16,hrm-web01-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.16,hrm-web01-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,httpd,,root,10.0.2.5,pos-proc05-stg,,8070,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,,,,10.0.2.5,pos-proc05-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.7,pos-web05-stg,,,,10.0.2.4,pos-proc07-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.7,pos-web05-stg,httpd,,root,10.0.2.4,pos-proc07-stg,,8070,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,httpd,,root,10.0.2.3,pos-proc06-stg,,8070,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,,,,10.0.2.3,pos-proc06-stg,,8070,6,java,,tomcat,potentially_blocked
10.0.2.7,pos-web05-stg,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.2.7,pos-web05-stg,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.2.7,pos-web05-stg,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.0.67,pos-db04-pci,mysqld,,mysql,10.0.0.71,pos-db02-pci,,3306,6,,,,potentially_blocked
10.0.0.67,pos-db04-pci,,,,10.0.0.71,pos-db02-pci,,3306,6,mysqld,,mysql,potentially_blocked
10.0.0.67,pos-db04-pci,,,,10.0.0.78,pos-db01-pci,,3306,6,mysqld,,mysql,potentially_blocked
10.0.0.67,pos-db04-pci,mysqld,,mysql,10.0.0.78,pos-db01-pci,,3306,6,,,,potentially_blocked
10.0.0.71,pos-db02-pci,,,,10.0.0.67,pos-db04-pci,,3306,6,mysqld,,mysql,potentially_blocked
10.0.0.71,pos-db02-pci,mysqld,,mysql,10.0.0.67,pos-db04-pci,,3306,6,,,,potentially_blocked
10.0.0.71,pos-db02-pci,mysqld,,mysql,10.0.0.76,pos-db03-pci,,3306,6,,,,potentially_blocked
10.0.0.71,pos-db02-pci,,,,10.0.0.76,pos-db03-pci,,3306,6,mysqld,,mysql,potentially_blocked
10.0.0.68,pos-proc06-pci,httpd,,root,10.0.0.66,pos-proc03-pci,,8070,6,,,,potentially_blocked
10.0.0.68,pos-proc06-pci,,,,10.0.0.66,pos-proc03-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.68,pos-proc06-pci,java,,tomcat,10.0.0.67,pos-db04-pci,,5432,6,,,,potentially_blocked
10.0.0.68,pos-proc06-pci,,,,10.0.0.67,pos-db04-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.68,pos-proc06-pci,,,,10.0.0.71,pos-db02-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.68,pos-proc06-pci,java,,tomcat,10.0.0.71,pos-db02-pci,,5432,6,,,,potentially_blocked
10.0.0.68,pos-proc06-pci,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.0.68,pos-proc06-pci,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.0.68,pos-proc06-pci,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.0.68,pos-proc06-pci,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.0.66,pos-proc03-pci,httpd,,root,10.0.0.72,pos-proc02-pci,,8070,6,,,,potentially_blocked
10.0.0.66,pos-proc03-pci,,,,10.0.0.72,pos-proc02-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.66,pos-proc03-pci,,,,10.0.0.67,pos-db04-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.66,pos-proc03-pci,java,,tomcat,10.0.0.67,pos-db04-pci,,5432,6,,,,potentially_blocked
10.0.0.66,pos-proc03-pci,java,,tomcat,10.0.0.71,pos-db02-pci,,5432,6,,,,potentially_blocked
10.0.0.66,pos-proc03-pci,,,,10.0.0.71,pos-db02-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.66,pos-proc03-pci,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.0.66,pos-proc03-pci,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.0.66,pos-proc03-pci,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.0.66,pos-proc03-pci,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.0.72,pos-proc02-pci,,,,10.0.0.67,pos-db04-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.72,pos-proc02-pci,java,,tomcat,10.0.0.67,pos-db04-pci,,5432,6,,,,potentially_blocked
10.0.0.72,pos-proc02-pci,,,,10.0.0.71,pos-db02-pci,,5432,6,postgres,,postgres,potentially_blocked
10.0.0.72,pos-proc02-pci,java,,tomcat,10.0.0.71,pos-db02-pci,,5432,6,,,,potentially_blocked
10.0.0.72,pos-proc02-pci,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.0.72,pos-proc02-pci,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.0.72,pos-proc02-pci,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.0.72,pos-proc02-pci,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.0.69,pos-web02-pci,httpd,,root,10.0.0.70,pos-web03-pci,,8080,6,,,,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.0.70,pos-web03-pci,,8080,6,app_server,,root,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.0.68,pos-proc06-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.69,pos-web02-pci,httpd,,root,10.0.0.68,pos-proc06-pci,,8070,6,,,,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.0.66,pos-proc03-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.69,pos-web02-pci,httpd,,root,10.0.0.66,pos-proc03-pci,,8070,6,,,,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.0.72,pos-proc02-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.69,pos-web02-pci,httpd,,root,10.0.0.72,pos-proc02-pci,,8070,6,,,,potentially_blocked
10.0.0.69,pos-web02-pci,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.0.69,pos-web02-pci,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.0.69,pos-web02-pci,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,httpd,,root,10.0.0.68,pos-proc06-pci,,8070,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,,,,10.0.0.68,pos-proc06-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.70,pos-web03-pci,,,,10.0.0.66,pos-proc03-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.70,pos-web03-pci,httpd,,root,10.0.0.66,pos-proc03-pci,,8070,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,,,,10.0.0.72,pos-proc02-pci,,8070,6,java,,tomcat,potentially_blocked
10.0.0.70,pos-web03-pci,httpd,,root,10.0.0.72,pos-proc02-pci,,8070,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.0.70,pos-web03-pci,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.0.70,pos-web03-pci,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.133,acd-dc04-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.22,acd-dc01-prd,,88,6,lsass.exe,Kdc,SYSTEM,allowed
10.0.1.133,acd-dc04-prd,System,,NT AUTHORITY\SYSTEM,10.0.1.22,acd-dc01-prd,,445,6,System,SMB,System,allowed
10.0.1.133,acd-dc04-prd,taskhost.exe,,NT AUTHORITY\SYSTEM,10.0.1.22,acd-dc01-prd,,389,6,lsass.exe,LDAPServer,SYSTEM,allowed
10.0.1.133,acd-dc04-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.22,acd-dc01-prd,,135,6,svchost.exe,RpcSs,NETWORK SERVICE,allowed
10.0.1.133,acd-dc04-prd,svchost.exe,,NT AUTHORITY\LOCAL SERVICE,10.0.1.22,acd-dc01-prd,,123,17,svchost.exe,W32Time,NT AUTHORITY\LOCAL SERVICE,allowed
10.0.1.133,acd-dc04-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,88,6,lsass.exe,Kdc,SYSTEM,allowed
10.0.1.133,acd-dc04-prd,System,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,445,6,System,SMB,System,allowed
10.0.1.133,acd-dc04-prd,taskhost.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,389,6,lsass.exe,LDAPServer,SYSTEM,allowed
10.0.1.133,acd-dc04-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,135,6,svchost.exe,RpcSs,NETWORK SERVICE,allowed
10.0.1.133,acd-dc04-prd,svchost.exe,,NT AUTHORITY\LOCAL SERVICE,10.0.1.32,acd-dc02-prd,,123,17,svchost.exe,W32Time,NT AUTHORITY\LOCAL SERVICE,allowed
10.0.1.130,acd-dc03-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,88,6,lsass.exe,Kdc,SYSTEM,allowed
10.0.1.130,acd-dc03-prd,System,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,445,6,System,SMB,System,allowed
10.0.1.130,acd-dc03-prd,taskhost.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,389,6,lsass.exe,LDAPServer,SYSTEM,allowed
10.0.1.130,acd-dc03-prd,lsass.exe,,NT AUTHORITY\SYSTEM,10.0.1.32,acd-dc02-prd,,135,6,svchost.exe,RpcSs,NETWORK SERVICE,allowed
10.0.1.130,acd-dc03-prd,svchost.exe,,NT AUTHORITY\LOCAL SERVICE,10.0.1.32,acd-dc02-prd,,123,17,svchost.exe,W32Time,NT AUTHORITY\LOCAL SERVICE,allowed
10.0.1.132,inf-nagios02-prd,,,,10.0.0.74,pos-proc05-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.132,inf-nagios02-prd,nrpe,,root,10.0.0.74,pos-proc05-pci,,5666,6,,,,potentially_blocked
10.0.1.132,inf-nagios02-prd,,,,10.0.0.77,pos-proc04-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.132,inf-nagios02-prd,nrpe,,root,10.0.0.77,pos-proc04-pci,,5666,6,,,,potentially_blocked
10.0.1.132,inf-nagios02-prd,nrpe,,root,10.0.0.75,pos-proc01-pci,,5666,6,,,,potentially_blocked
10.0.1.132,inf-nagios02-prd,,,,10.0.0.75,pos-proc01-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.132,inf-nagios02-prd,nrpe,,root,10.0.0.79,pos-web01-pci,,5666,6,,,,potentially_blocked
10.0.1.132,inf-nagios02-prd,,,,10.0.0.79,pos-web01-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.132,inf-nagios02-prd,,,,10.0.0.73,pos-web04-pci,,5666,6,nrpe,,nagios,potentially_blocked
10.0.1.132,inf-nagios02-prd,nrpe,,root,10.0.0.73,pos-web04-pci,,5666,6,,,,potentially_blocked
10.0.1.206,pay-db03-prd,postgres,,postgres,10.0.2.133,pos-db05-stg,,5432,6,,,,potentially_blocked
10.0.1.206,pay-db03-prd,,,,10.0.2.133,pos-db05-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.200,pay-db04-prd,postgres,,postgres,10.0.2.132,pos-db04-stg,,5432,6,,,,potentially_blocked
10.0.1.200,pay-db04-prd,,,,10.0.2.132,pos-db04-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.205,pay-proc02-prd,java,,tomcat,10.0.1.206,pay-db03-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.205,pay-proc02-prd,java,,tomcat,10.0.1.206,pay-db03-prd,,3306,6,,,,potentially_blocked
10.0.1.203,pay-proc05-prd,java,,tomcat,10.0.1.206,pay-db03-prd,,3306,6,,,,potentially_blocked
10.0.1.203,pay-proc05-prd,,,,10.0.1.206,pay-db03-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.203,pay-proc05-prd,,,,10.0.1.200,pay-db04-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.203,pay-proc05-prd,java,,tomcat,10.0.1.200,pay-db04-prd,,3306,6,,,,potentially_blocked
10.0.1.207,pay-proc04-prd,java,,tomcat,10.0.1.200,pay-db04-prd,,3306,6,,,,potentially_blocked
10.0.1.207,pay-proc04-prd,,,,10.0.1.200,pay-db04-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.204,pay-web01-prd,httpd,,root,10.0.1.205,pay-proc02-prd,,8070,6,,,,potentially_blocked
10.0.1.204,pay-web01-prd,,,,10.0.1.205,pay-proc02-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.204,pay-web01-prd,,,,10.0.1.203,pay-proc05-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.204,pay-web01-prd,httpd,,root,10.0.1.203,pay-proc05-prd,,8070,6,,,,potentially_blocked
10.0.1.11,hrm-db02-prd,,,,10.0.1.3,inf-syslog01-prd,,514,6,rsyslogd,,root,potentially_blocked
10.0.1.11,hrm-db02-prd,syslog,,root,10.0.1.3,inf-syslog01-prd,,514,6,,,,potentially_blocked
10.0.1.11,hrm-db02-prd,,,,10.0.1.13,hrm-db01-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.11,hrm-db02-prd,mysqld,,mysql,10.0.1.13,hrm-db01-prd,,3306,6,,,,potentially_blocked
10.0.1.11,hrm-db02-prd,chrony,,root,10.0.1.5,inf-time01-prd,,123,6,,,,potentially_blocked
10.0.1.11,hrm-db02-prd,,,,10.0.1.5,inf-time01-prd,,123,6,ntpd,,root,potentially_blocked
10.0.1.198,pay-web02-prd,,,,10.0.1.203,pay-proc05-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.198,pay-web02-prd,httpd,,root,10.0.1.203,pay-proc05-prd,,8070,6,,,,potentially_blocked
10.0.1.198,pay-web02-prd,httpd,,root,10.0.1.207,pay-proc04-prd,,8070,6,,,,potentially_blocked
10.0.1.198,pay-web02-prd,,,,10.0.1.207,pay-proc04-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.199,ord-db06-prd,,,,10.0.2.133,pos-db05-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.199,ord-db06-prd,postgres,,postgres,10.0.2.133,pos-db05-stg,,5432,6,,,,potentially_blocked
10.0.1.195,ord-db05-prd,postgres,,postgres,10.0.2.132,pos-db04-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.194,ord-proc07-prd,,,,10.0.1.199,ord-db06-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.194,ord-proc07-prd,java,,tomcat,10.0.1.199,ord-db06-prd,,3306,6,,,,potentially_blocked
10.0.1.202,ord-proc06-prd,java,,tomcat,10.0.1.199,ord-db06-prd,,3306,6,,,,potentially_blocked
10.0.1.202,ord-proc06-prd,,,,10.0.1.199,ord-db06-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.202,ord-proc06-prd,java,,tomcat,10.0.1.195,ord-db05-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.196,ord-proc08-prd,java,,tomcat,10.0.1.195,ord-db05-prd,,3306,6,mysqld,,mysql,potentially_blocked
10.0.1.197,ord-web07-prd,,,,10.0.1.194,ord-proc07-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.197,ord-web07-prd,httpd,,root,10.0.1.194,ord-proc07-prd,,8070,6,,,,potentially_blocked
10.0.1.197,ord-web07-prd,,,,10.0.1.202,ord-proc06-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.197,ord-web07-prd,httpd,,root,10.0.1.202,ord-proc06-prd,,8070,6,,,,potentially_blocked
10.0.1.201,ord-web04-prd,,,,10.0.1.202,ord-proc06-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.201,ord-web04-prd,httpd,,root,10.0.1.202,ord-proc06-prd,,8070,6,,,,potentially_blocked
10.0.1.201,ord-web04-prd,httpd,,root,10.0.1.196,ord-proc08-prd,,8070,6,,,,potentially_blocked
10.0.1.201,ord-web04-prd,,,,10.0.1.196,ord-proc08-prd,,8070,6,java,,tomcat,potentially_blocked
10.0.1.68,ord-db03-prd,,,,10.0.2.72,pos-db06-stg,,5432,6,postgres,,postgres,potentially_blocked
10.0.1.68,ord-db03-prd,postgres,,postgres,10.0.2.72,pos-db06-stg,,5432,6,,,,potentially_blocked
10.0.1.74,ord-db04-prd,postgres,,postgres,10.0.2.66,pos-db01-stg,,5432,6,,,,potentially_blocked
10.0.1.74,ord-db04-prd,,,,10.0.2.66,pos-db01-stg,,5432,6,postgres,,postgres,potentially_blocked
